date,HF_Rates,HF_Credit,HF_FX,HF_Liquidity,HF_Growth,HF_Inflation,Raw_Growth,Raw_Inflation,Raw_Liquidity,Raw_Credit,Raw_Rates,Raw_FX
2018-01-31,0.0041420856387706095,0.0009100832603468056,-0.029912149960038215,-0.09587771662165091,0.026912325557059816,0.017539144893975005,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-01,0.0035334142094782806,0.0007256003905655728,-0.035300020516448094,-0.14761964515111695,0.022912838006649987,0.016516461678427286,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-02,0.0032374839087363494,0.0007450995073399191,-0.029205831438589125,-0.15039136203948225,0.023900793735821067,0.021039214305419607,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-03,0.0032374839087363494,0.0007450995073399191,-0.029205831438589125,-0.15039136203948225,0.023900793735821067,0.026970892709880488,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-04,0.0032374839087363494,0.0007450995073399191,-0.029205831438589125,-0.15039136203948225,0.023900793735821067,0.024541548365711163,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-05,0.003970516505129029,8.092538979653785e-05,-0.02323829394517929,-0.15969082799767653,0.021017312660158535,0.015707960615443488,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-06,0.0015121238684646654,0.0006012479095772738,-0.023595114230412495,-0.20411563601833693,0.007008578436572221,0.01014939513896614,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-07,0.0011074072794597933,0.0008908405311865986,-0.01693580960905594,-0.18102795644990097,-0.0009236063567960532,0.004395564437291417,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-08,0.0024883539331516102,0.0006250967730488943,-0.0177114672559322,-0.15517478207160834,-0.005128449465742273,-0.0013446426060748345,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-09,0.0025551427174533847,0.0007738856178828302,-0.015316151429104696,-0.1729402183725536,-0.019339413458163784,-0.009565823922639959,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-10,0.0025551427174533847,0.0007738856178828302,-0.015316151429104696,-0.1729402183725536,-0.019339413458163784,-0.00823547995072088,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-11,0.0025551427174533847,0.0007738856178828302,-0.015316151429104696,-0.1729402183725536,-0.019339413458163784,-0.010223253848627057,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-12,0.0021423385618185575,0.00154985538841379,-0.01877884724289358,-0.14511920212224128,-0.016716711166458235,-0.01520665001250715,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-13,0.0023327849396707068,0.0005598603809251479,-0.0229529610763064,-0.14678295086151058,-0.010202759095597275,-0.013745182814435705,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-14,0.0024094158926641907,0.0004827943188596695,-0.03251785857137346,-0.14708778889098378,-0.002244266354660464,-0.01289304255732981,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-15,0.0024094158926641907,0.0004827943188596695,-0.03251785857137346,-0.14708778889098378,-0.0016302716527483185,-0.005320981121016734,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-16,0.0024094158926641907,0.0004827943188596695,-0.03251785857137346,-0.14708778889098378,1.602613932386531e-05,-0.007897620930843847,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-17,0.0024094158926641907,0.0004827943188596695,-0.03251785857137346,-0.14708778889098378,1.602613932386531e-05,-0.0018938512646976763,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-18,0.0024094158926641907,0.0004827943188596695,-0.03251785857137346,-0.14708778889098378,1.602613932386531e-05,-0.009707448335061968,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
2018-02-19,0.0024094158926641907,0.0004827943188596695,-0.03251785857137346,-0.14708778889098378,1.602613932386531e-05,-0.0026900904583400283,1.2547508344580545,0.6683010935501166,-1.9675799277680512,3.3570433731968,2.0056751941701454,-1.9059865831063958
